support,itemsets,length
0.0195645630580917,"frozenset({'salt', 'cloves', 'black pepper'})",3
0.005116885722885522,"frozenset({'thyme', 'cloves', 'black pepper'})",3
0.008829136149292666,"frozenset({'cloves', 'black pepper', 'tomatoes'})",3
0.006019865556335909,"frozenset({'black pepper', 'ground', 'eggs'})",3
0.007524831945419886,"frozenset({'salt', 'black pepper', 'eggs'})",3
0.007524831945419886,"frozenset({'black pepper', 'fresh parsley', 'ground'})",3
0.005116885722885522,"frozenset({'fresh parsley', 'black pepper', 'onion'})",3
0.005217216815491121,"frozenset({'purpose flour', 'fresh parsley', 'black pepper'})",3
0.009531453797531855,"frozenset({'fresh parsley', 'salt', 'black pepper'})",3
0.006922845389786295,"frozenset({'black pepper', 'garlic', 'ground'})",3
0.005417879000702318,"frozenset({'garlic', 'black pepper', 'onion'})",3
0.008327480686264674,"frozenset({'garlic', 'salt', 'black pepper'})",3
0.007725494130631083,"frozenset({'black pepper', 'garlic powder', 'ground'})",3
0.008327480686264674,"frozenset({'kosher salt', 'garlic powder', 'black pepper'})",3
0.00722383866760309,"frozenset({'garlic powder', 'black pepper', 'onion'})",3
0.008227149593659075,"frozenset({'purpose flour', 'garlic powder', 'black pepper'})",3
0.009431122704926256,"frozenset({'garlic powder', 'salt', 'black pepper'})",3
0.005618541185913515,"frozenset({'green onions', 'salt', 'black pepper'})",3
0.014748670613022976,"frozenset({'black pepper', 'ground', 'onion'})",3
0.009330791612320657,"frozenset({'package', 'black pepper', 'ground'})",3
0.012742048760911007,"frozenset({'purpose flour', 'ground', 'black pepper'})",3
0.07494732617638206,"frozenset({'black pepper', 'salt', 'ground'})",3
0.007524831945419886,"frozenset({'black pepper', 'ground', 'tomatoes'})",3
0.005016554630279924,"frozenset({'black pepper', 'virgin olive oil', 'ground'})",3
0.006722183204575098,"frozenset({'inch', 'salt', 'black pepper'})",3
0.006421189926758303,"frozenset({'inch pieces', 'salt', 'black pepper'})",3
0.00792615631584228,"frozenset({'kosher salt', 'purpose flour', 'black pepper'})",3
0.005819203371124712,"frozenset({'kosher salt', 'unsalted butter', 'black pepper'})",3
0.0066218521119695,"frozenset({'kosher salt', 'yellow onion', 'black pepper'})",3
0.005116885722885522,"frozenset({'black pepper', 'salt', 'large eggs'})",3
0.005618541185913515,"frozenset({'salt', 'black pepper', 'large onion'})",3
0.005016554630279924,"frozenset({'medium onion', 'salt', 'black pepper'})",3
0.0066218521119695,"frozenset({'package', 'black pepper', 'onion'})",3
0.010334102538376643,"frozenset({'purpose flour', 'black pepper', 'onion'})",3
0.018862245409852513,"frozenset({'salt', 'black pepper', 'onion'})",3
0.00852814287147587,"frozenset({'black pepper', 'tomatoes', 'onion'})",3
0.005016554630279924,"frozenset({'package', 'purpose flour', 'black pepper'})",3
0.010033109260559848,"frozenset({'package', 'salt', 'black pepper'})",3
0.014849001705628573,"frozenset({'purpose flour', 'salt', 'black pepper'})",3
0.005317547908096719,"frozenset({'unsalted butter', 'purpose flour', 'black pepper'})",3
0.005116885722885522,"frozenset({'salt', 'red onion', 'black pepper'})",3
0.006320858834152704,"frozenset({'salt', 'red pepper flakes', 'black pepper'})",3
0.005718872278519113,"frozenset({'sour cream', 'salt', 'black pepper'})",3
0.006521521019363901,"frozenset({'taste', 'salt', 'black pepper'})",3
0.005317547908096719,"frozenset({'thyme', 'salt', 'black pepper'})",3
0.008829136149292666,"frozenset({'salt', 'black pepper', 'tomatoes'})",3
0.007023176482391893,"frozenset({'virgin olive oil', 'salt', 'black pepper'})",3
0.00792615631584228,"frozenset({'purpose flour', 'egg', 'brown sugar'})",3
0.005317547908096719,"frozenset({'powder', 'brown sugar', 'eggs'})",3
0.011437744557038226,"frozenset({'purpose flour', 'brown sugar', 'eggs'})",3
0.005518210093307916,"frozenset({'large egg', 'purpose flour', 'brown sugar'})",3
0.00792615631584228,"frozenset({'purpose flour', 'large eggs', 'brown sugar'})",3
0.006421189926758303,"frozenset({'oats', 'purpose flour', 'brown sugar'})",3
0.016654961372529347,"frozenset({'powder', 'purpose flour', 'brown sugar'})",3
0.006120196648941507,"frozenset({'powder', 'unsalted butter', 'brown sugar'})",3
0.005116885722885522,"frozenset({'purpose flour', 'room temperature', 'brown sugar'})",3
0.012441055483094212,"frozenset({'unsalted butter', 'purpose flour', 'brown sugar'})",3
0.00591953446373031,"frozenset({'purpose flour', 'walnuts', 'brown sugar'})",3
0.005618541185913515,"frozenset({'purpose flour', 'white sugar', 'brown sugar'})",3
0.005016554630279924,"frozenset({'salt', 'carrots', 'ground'})",3
0.006019865556335909,"frozenset({'clove garlic', 'salt', 'ground'})",3
0.012441055483094212,"frozenset({'salt', 'cloves', 'ground'})",3
0.006822514297180697,"frozenset({'salt', 'cloves', 'onion'})",3
0.006019865556335909,"frozenset({'salt', 'pepper', 'cloves'})",3
0.005217216815491121,"frozenset({'salt', 'cloves', 'tomatoes'})",3
0.006220527741547106,"frozenset({'purpose flour', 'dry yeast', 'warm water'})",3
0.012842379853516606,"frozenset({'powder', 'egg', 'purpose flour'})",3
0.005417879000702318,"frozenset({'salt', 'ground', 'eggs'})",3
0.022674826928865254,"frozenset({'purpose flour', 'powder', 'eggs'})",3
0.005016554630279924,"frozenset({'powder', 'eggs', 'sugar'})",3
0.00591953446373031,"frozenset({'powder', 'white sugar', 'eggs'})",3
0.005417879000702318,"frozenset({'purpose flour', 'soda', 'eggs'})",3
0.00923046051971506,"frozenset({'purpose flour', 'eggs', 'sugar'})",3
0.007725494130631083,"frozenset({'purpose flour', 'walnuts', 'eggs'})",3
0.012742048760911007,"frozenset({'purpose flour', 'white sugar', 'eggs'})",3
0.006220527741547106,"frozenset({'fresh parsley', 'salt', 'ground'})",3
0.006120196648941507,"frozenset({'garlic', 'salt', 'ground'})",3
0.006220527741547106,"frozenset({'garlic powder', 'salt', 'ground'})",3
0.012641717668305408,"frozenset({'salt', 'ground', 'onion'})",3
0.00792615631584228,"frozenset({'package', 'salt', 'ground'})",3
0.009732115982743051,"frozenset({'purpose flour', 'salt', 'ground'})",3
0.006320858834152704,"frozenset({'salt', 'ground', 'tomatoes'})",3
0.00591953446373031,"frozenset({'kosher salt', 'purpose flour', 'large eggs'})",3
0.009732115982743051,"frozenset({'kosher salt', 'unsalted butter', 'purpose flour'})",3
0.00782582522323668,"frozenset({'powder', 'purpose flour', 'large egg'})",3
0.008227149593659075,"frozenset({'unsalted butter', 'purpose flour', 'large egg'})",3
0.01384569077957259,"frozenset({'powder', 'purpose flour', 'large eggs'})",3
0.006822514297180697,"frozenset({'powder', 'unsalted butter', 'large eggs'})",3
0.006822514297180697,"frozenset({'large eggs', 'purpose flour', 'room temperature'})",3
0.005217216815491121,"frozenset({'purpose flour', 'large eggs', 'sugar'})",3
0.011738737834855021,"frozenset({'unsalted butter', 'purpose flour', 'large eggs'})",3
0.008427811778870272,"frozenset({'purpose flour', 'white sugar', 'large eggs'})",3
0.005518210093307916,"frozenset({'large eggs', 'unsalted butter', 'room temperature'})",3
0.00782582522323668,"frozenset({'pepper', 'salt', 'onion'})",3
0.007123507574997492,"frozenset({'purpose flour', 'pepper', 'salt'})",3
0.008026487408447879,"frozenset({'powder', 'purpose flour', 'room temperature'})",3
0.006320858834152704,"frozenset({'powder', 'soda', 'purpose flour'})",3
0.010434433630982242,"frozenset({'powder', 'purpose flour', 'sugar'})",3
0.015952643724290158,"frozenset({'powder', 'unsalted butter', 'purpose flour'})",3
0.008327480686264674,"frozenset({'powder', 'walnuts', 'purpose flour'})",3
0.01575198153907896,"frozenset({'powder', 'white sugar', 'purpose flour'})",3
0.006220527741547106,"frozenset({'powder', 'unsalted butter', 'room temperature'})",3
0.009732115982743051,"frozenset({'unsalted butter', 'purpose flour', 'room temperature'})",3
0.006320858834152704,"frozenset({'unsalted butter', 'purpose flour', 'sugar'})",3
0.005116885722885522,"frozenset({'purpose flour', 'white sugar', 'sugar'})",3
0.008126818501053476,"frozenset({'unsalted butter', 'white sugar', 'purpose flour'})",3
